ADCMAX: 32767
kP: 1000.00
kI: 0.00
kD: 5.00
MILLIS,DUTY,TARGET,RAW,AVERAGE
69453,58403,3.00,2.999664,2.999359
69790,58403,3.00,3.000427,2.999512
70129,58403,3.00,2.999817,2.999512
70466,58403,3.00,3.000427,2.999512
70803,58403,3.00,3.000122,2.999512
71140,58403,3.00,2.999512,2.999512
71478,58403,3.00,2.999817,2.999512
71815,58403,3.00,2.999664,2.999512
72153,58403,3.00,2.999359,2.999512
72492,58403,3.00,3.000122,2.999512
72827,58403,3.00,3.000427,2.999512
73164,58403,3.00,2.999969,2.999512
73502,58403,3.00,3.000275,2.999512
73840,58403,3.00,2.999664,2.999512
74177,58403,3.00,2.999664,2.999512
74515,58403,3.00,2.999664,2.999512
74853,58403,3.00,2.999359,2.999512
75190,58403,3.00,2.999817,2.999512
75527,58403,3.00,2.999969,2.999664
75865,58403,3.00,2.999969,2.999664
76204,58403,3.00,2.999664,2.999664
76539,58403,3.00,2.999817,2.999664
76876,58403,3.00,2.999054,2.999664
77214,58403,3.00,3.000275,2.999817
77552,58403,3.00,3.000122,2.999817
77889,58403,3.00,2.999054,2.999817
78227,58403,3.00,2.999817,2.999817
78566,58403,3.00,2.999969,2.999817
78902,58403,3.00,2.999359,2.999817
79240,58403,3.00,2.999817,2.999817
79578,58403,3.00,3.000275,2.999817
79916,58403,3.00,3.000427,2.999817
80252,58403,3.00,2.999664,2.999817
80590,58403,3.00,3.000427,2.999817
80928,58403,3.00,2.999664,2.999817
81265,58403,3.00,3.000427,2.999817
81602,58403,3.00,2.999969,2.999817
81940,58403,3.00,2.999359,2.999817
82278,58403,3.00,2.999054,2.999817
82615,58403,3.00,2.998749,2.999664
82953,58404,3.00,2.999207,2.999664
83291,58404,3.00,2.999359,2.999664
83628,58404,3.00,2.999664,2.999664
83965,58404,3.00,2.999512,2.999664
84302,58404,3.00,3.000122,2.999664
84640,58404,3.00,2.999359,2.999664
84978,58404,3.00,2.999359,2.999664
85315,58404,3.00,2.998901,2.999664
85654,58405,3.00,3.000580,2.999664
85991,58405,3.00,3.000427,2.999664
86329,58405,3.00,3.000275,2.999664
86666,58405,3.00,2.999969,2.999664
87004,58405,3.00,2.999664,2.999664
87341,58405,3.00,2.999207,2.999664
87677,58405,3.00,3.000275,2.999664
88016,58405,3.00,2.999817,2.999664
88352,58405,3.00,2.999817,2.999664
88691,58405,3.00,2.999207,2.999664
89028,58405,3.00,3.000122,2.999664
89366,58405,3.00,2.999207,2.999664
89704,58405,3.00,2.999664,2.999664
90041,58405,3.00,2.999664,2.999664
90380,58405,3.00,3.000275,2.999664
90717,58405,3.00,3.000275,2.999664
91055,58405,3.00,2.999359,2.999664
91392,58405,3.00,3.000580,2.999664
91729,58405,3.00,2.999664,2.999664
92068,58405,3.00,2.999969,2.999664
92405,58405,3.00,2.999969,2.999664
92743,58405,3.00,3.000275,2.999664
93081,58405,3.00,2.999512,2.999664
93418,58405,3.00,2.999969,2.999664
93756,58405,3.00,3.000122,2.999817
94094,58405,3.00,3.000122,2.999817
94431,58405,3.00,2.999969,2.999817
94770,58405,3.00,2.999969,2.999817
95106,58405,3.00,3.000427,2.999817
95444,58405,3.00,2.998444,2.999817
95782,58406,3.00,2.999664,2.999817
96120,58406,3.00,2.999207,2.999817
96458,58406,3.00,2.998291,2.999664
96796,58407,3.00,2.999512,2.999664
97134,58407,3.00,3.000275,2.999664
97473,58407,3.00,2.999969,2.999664
97809,58407,3.00,2.999817,2.999664
98147,58407,3.00,2.999969,2.999664
98485,58407,3.00,3.000732,2.999664
98822,58407,3.00,2.999664,2.999664
99160,58407,3.00,3.000122,2.999664
99499,58407,3.00,3.000275,2.999817
99835,58407,3.00,2.999359,2.999817
100173,58407,3.00,2.999664,2.999817
100511,58407,3.00,2.999664,2.999817
100848,58407,3.00,2.999207,2.999817
101187,58407,3.00,3.000275,2.999817
101524,58407,3.00,3.000275,2.999817
101861,58407,3.00,3.000275,2.999817
102199,58407,3.00,3.000275,2.999817
102537,58407,3.00,3.000122,2.999817
102875,58407,3.00,2.999969,2.999817
103214,58407,3.00,3.000427,2.999817
103550,58407,3.00,2.998444,2.999664
103887,58408,3.00,3.000122,2.999817
104225,58408,3.00,2.999512,2.999817
104562,58408,3.00,2.999664,2.999664
104900,58408,3.00,2.999207,2.999664
105237,58408,3.00,2.999817,2.999664
105576,58408,3.00,2.999359,2.999664
105913,58408,3.00,3.000122,2.999664
106252,58408,3.00,2.999969,2.999664
106588,58408,3.00,2.999664,2.999664
106927,58408,3.00,2.999664,2.999664
107262,58408,3.00,2.999817,2.999817
107598,58408,3.00,2.999512,2.999817
107935,58408,3.00,3.000122,2.999817
108273,58408,3.00,2.999207,2.999817
108610,58408,3.00,2.999512,2.999664
108947,58408,3.00,2.999664,2.999664
109284,58408,3.00,2.999054,2.999664
109622,58408,3.00,3.000275,2.999664
109959,58408,3.00,3.000427,2.999664
110297,58408,3.00,2.999969,2.999664
110635,58408,3.00,2.999817,2.999664
110972,58408,3.00,2.999512,2.999664
111310,58408,3.00,3.000275,2.999664
111647,58408,3.00,2.999817,2.999817
111985,58408,3.00,2.999664,2.999664
112322,58408,3.00,2.999512,2.999664
112661,58408,3.00,2.998749,2.999664
112997,58409,3.00,3.000275,2.999664
113335,58409,3.00,3.000122,2.999664
113672,58409,3.00,3.000427,2.999664
114010,58409,3.00,2.998444,2.999664
114348,58410,3.00,2.999969,2.999664
114684,58410,3.00,2.999664,2.999664
115021,58410,3.00,2.999054,2.999664
115359,58410,3.00,2.999512,2.999664
115696,58410,3.00,2.999969,2.999664
116033,58410,3.00,2.999664,2.999664
116371,58410,3.00,2.999664,2.999664
116710,58410,3.00,3.000275,2.999664
117046,58410,3.00,2.999817,2.999664
117384,58410,3.00,2.999969,2.999664
117722,58410,3.00,3.000122,2.999664
118059,58410,3.00,3.000122,2.999664
118395,58410,3.00,3.000427,2.999664
118733,58410,3.00,2.999664,2.999664
119072,58410,3.00,3.000122,2.999664
119408,58410,3.00,3.000732,2.999817
119745,58410,3.00,2.999359,2.999817
120083,58410,3.00,2.999664,2.999817
120421,58410,3.00,3.000122,2.999817
120758,58410,3.00,3.000580,2.999817
121095,58410,3.00,3.000275,2.999817
121434,58410,3.00,3.000427,2.999817
121771,58410,3.00,3.000427,2.999817
122107,58410,3.00,3.000732,2.999817
122444,58410,3.00,3.000427,2.999817
122782,58410,3.00,2.999817,2.999817
123120,58410,3.00,2.999664,2.999817
123456,58410,3.00,3.000427,2.999969
123793,58410,3.00,2.999969,2.999969
124131,58410,3.00,3.000427,2.999969
124470,58410,3.00,2.999359,2.999817
124807,58410,3.00,2.999817,2.999969
125144,58410,3.00,3.000122,2.999969
125480,58410,3.00,2.999054,2.999969
125819,58410,3.00,2.999969,2.999969
126156,58410,3.00,2.999817,2.999969
126493,58410,3.00,3.000275,2.999969
126832,58410,3.00,2.999512,2.999969
127171,58410,3.00,2.999664,2.999969
127508,58410,3.00,3.000580,2.999969
127845,58410,3.00,3.000275,2.999969
128183,58410,3.00,2.999817,2.999969
128520,58410,3.00,3.000122,2.999969
128857,58410,3.00,3.000732,2.999969
129193,58410,3.00,2.999969,2.999969
129531,58410,3.00,2.999969,2.999969
129868,58410,3.00,3.000275,2.999969
130207,58410,3.00,2.998901,2.999969
130545,58411,3.00,3.000580,2.999969
130882,58411,3.00,3.000885,2.999969
131219,58411,3.00,3.000732,2.999969
131557,58411,3.00,3.000122,2.999969
131894,58411,3.00,2.999207,2.999969
132233,58411,3.00,3.000885,2.999969
132569,58411,3.00,3.000580,2.999969
132907,58411,3.00,2.999512,2.999969
133243,58411,3.00,3.000580,2.999969
133581,58411,3.00,2.999664,2.999969
133918,58411,3.00,3.000275,2.999969
134256,58411,3.00,3.001038,2.999969
134594,58411,3.00,3.001190,3.000122
134931,58411,3.00,2.998596,2.999969
135269,58412,3.00,2.999664,2.999969
135607,58412,3.00,2.999817,2.999969
135944,58412,3.00,2.999512,2.999969
136283,58412,3.00,2.999817,2.999969
136619,58412,3.00,2.999817,2.999969
136956,58412,3.00,2.999817,2.999969
137293,58412,3.00,2.999207,2.999969
137631,58412,3.00,3.000275,2.999969
137969,58412,3.00,2.999054,2.999969
138306,58413,3.00,3.001038,2.999969
138643,58413,3.00,3.000275,2.999969
138982,58413,3.00,2.999359,2.999969
139318,58413,3.00,3.002411,2.999969
139656,58413,3.00,3.001495,3.000122
139993,58413,3.00,3.001648,3.000122
140329,58413,3.00,3.000732,3.000122
140668,58413,3.00,2.999664,3.000122
141004,58413,3.00,3.001190,3.000122
141342,58413,3.00,3.000732,3.000275
141679,58413,3.00,3.000122,3.000122
142016,58413,3.00,3.000732,3.000122
142355,58413,3.00,3.001038,3.000275
142692,58413,3.00,2.999512,3.000275
143030,58413,3.00,2.999054,3.000122
143367,58413,3.00,2.999054,3.000122
143705,58413,3.00,2.999817,3.000122
144043,58413,3.00,2.999512,3.000122
144379,58413,3.00,2.999817,3.000122
144718,58413,3.00,3.000122,3.000122
145055,58413,3.00,2.999969,3.000122
145393,58413,3.00,2.999054,2.999969
145732,58413,3.00,3.000275,2.999969
146069,58413,3.00,3.000275,3.000122
146407,58413,3.00,2.999817,3.000122
146746,58413,3.00,2.999359,3.000122
147082,58413,3.00,2.998749,2.999969
147420,58414,3.00,2.999207,2.999969
147757,58414,3.00,2.999054,2.999969
148094,58414,3.00,2.999054,2.999969
148431,58414,3.00,2.999969,2.999969
148769,58414,3.00,2.999512,2.999969
149106,58414,3.00,2.999359,2.999969
149444,58414,3.00,2.999664,2.999969
149781,58414,3.00,2.999359,2.999969
150119,58414,3.00,2.999969,2.999817
150456,58414,3.00,2.999664,2.999817
150793,58414,3.00,2.999664,2.999664
151130,58414,3.00,2.998749,2.999664
151468,58415,3.00,3.000885,2.999664
151804,58415,3.00,2.999664,2.999664
152141,58415,3.00,3.001038,2.999664
152478,58415,3.00,3.001190,2.999664
152816,58415,3.00,3.000275,2.999664
153153,58415,3.00,3.001038,2.999664
153491,58415,3.00,3.000275,2.999664
153829,58415,3.00,3.000732,2.999817
154166,58415,3.00,3.000580,2.999817
154504,58415,3.00,3.001038,2.999817
154842,58415,3.00,3.000275,2.999817
155179,58415,3.00,3.000580,2.999817
155516,58415,3.00,2.999664,2.999817
155854,58415,3.00,2.999817,2.999817
156191,58415,3.00,3.001038,2.999969
156528,58415,3.00,2.999512,2.999969
156866,58415,3.00,2.999664,2.999817
157203,58415,3.00,3.000275,2.999817
157541,58415,3.00,2.999512,2.999969
157878,58415,3.00,2.999817,2.999969
158216,58415,3.00,2.999664,2.999969
158555,58415,3.00,3.000275,2.999969
158892,58415,3.00,2.999817,2.999969
159228,58415,3.00,3.000427,2.999969
159567,58415,3.00,2.997681,2.999969
159903,58417,3.00,2.997223,2.999969
160241,58419,3.00,2.993560,2.999664
160580,58425,3.00,2.995544,2.999512
160916,58429,3.00,2.998749,2.999512
161254,58430,3.00,2.999054,2.999512
161592,58430,3.00,2.997986,2.999512
161930,58432,3.00,2.998444,2.999512
162267,58433,3.00,2.999512,2.999359
162604,58433,3.00,2.999359,2.999359
162941,58433,3.00,3.000732,2.999359
163277,58433,3.00,2.999664,2.999359
163615,58433,3.00,2.999054,2.999359
163954,58433,3.00,2.998749,2.999207
164290,58434,3.00,2.997986,2.999207
164628,58436,3.00,2.997375,2.999054
164965,58438,3.00,2.998901,2.999054
165303,58439,3.00,2.999969,2.999054
165642,58439,3.00,2.999664,2.998901
165978,58439,3.00,2.999817,2.998901
166316,58439,3.00,2.999664,2.998901
166653,58439,3.00,3.000122,2.998901
166991,58439,3.00,2.999817,2.998901
167327,58439,3.00,2.998291,2.998901
167665,58440,3.00,2.997528,2.998749
168002,58442,3.00,3.000732,2.998749
168340,58442,3.00,2.999969,2.998901
168677,58442,3.00,2.999969,2.998901
169014,58442,3.00,3.000275,2.998901
169352,58442,3.00,2.999817,2.998901
169689,58442,3.00,2.998444,2.998749
170025,58443,3.00,3.001190,2.998901
170363,58443,3.00,3.000580,2.998901
170700,58443,3.00,3.000885,2.999054
171037,58443,3.00,3.000885,2.999207
171374,58443,3.00,3.000732,2.999359
171712,58443,3.00,3.001038,2.999512
172049,58443,3.00,2.999207,2.999512
172388,58443,3.00,3.000275,2.999512
