0,1580.264770507812,27.8
100,1580.137084960937,27.8
200,1579.817993164062,27.8
300,1579.243530273437,27.8
400,1579.179687500000,27.8
500,1578.541625976562,27.8
600,1578.414062500000,27.8
700,1577.648437500000,27.8
800,1577.712158203125,27.8
900,1577.329345703125,27.8
1000,1576.946777343750,27.8
1100,1576.564208984375,27.8
1200,1575.862792968750,27.8
1300,1575.352905273437,27.8
1400,1574.715454101562,27.8
1500,1574.588134765625,27.8
1600,1573.887084960937,27.8
1700,1574.269287109375,27.8
1800,1573.696044921875,27.8
1900,1573.568603515625,27.8
2000,1573.186279296875,27.8
2100,1572.804199218750,27.7
2200,1572.485839843750,27.7
2300,1571.976318359375,27.7
2400,1571.657958984375,27.7
2500,1571.148681640625,27.7
2600,1570.894042968750,27.7
2700,1570.257446289062,27.7
2800,1570.130126953125,27.7
2900,1569.812011718750,27.7
3000,1569.494018554687,27.7
3100,1569.239379882812,27.7
3200,1568.857788085937,27.7
3300,1568.539794921875,27.7
3400,1567.903686523437,27.7
3500,1567.840209960937,27.7
3600,1567.140747070312,27.7
3700,1567.013549804687,27.7
3800,1566.632202148437,27.7
3900,1566.314453125000,27.7
4000,1566.060180664062,27.7
4100,1565.806030273437,27.7
4200,1565.424804687500,27.7
4300,1564.789428710937,27.6
4400,1564.725830078125,27.6
4500,1563.963623046875,27.6
4600,1564.090576171875,27.6
4700,1563.519165039062,27.6
4800,1563.328735351562,27.6
4900,1563.074584960937,27.6
5000,1562.757202148437,27.6
5100,1562.312866210937,27.6
5200,1561.932006835937,27.6
5300,1561.678100585937,27.6
5400,1561.106933593750,27.6
5500,1561.043457031250,27.6
5600,1560.536010742187,27.6
5700,1560.345703125000,27.6
5800,1559.901611328125,27.6
5900,1559.774780273437,27.6
6000,1559.457763671875,27.6
6100,1559.204101562500,27.6
6200,1558.950317382812,27.6
6300,1558.379882812500,27.6
6400,1558.062744140625,27.6
6500,1557.745849609375,27.6
6600,1557.619140625000,27.6
6700,1556.985351562500,27.5
6800,1556.985351562500,27.5
6900,1556.731933593750,27.5
