27
2400,1566.187255859375,27.7
2500,1566.123657226562,27.7
2600,1564.662353515625,13549804687,27.7
2300,1566.886474609375,27.7
2400,1566.187255859375,27.7
2500,1566.123657226562,27.7
2600,1564.662353515625,Setting up PWM module...Done.
Calling reset of all MCP3424 chips...Done.
0,1580.137084960937,27.8
100,Setting up PWM module...Done.
Calling reset of all MCP3424 chips...Done.
0,1580.264770507812,27.8
100,1580.137084960937,27.8
200,1579.817993164062,27.8
300,1579.243530273437,27.8
400,1579.179687500000,27.8
500,1578.541625976562,27.8
600,1578.414062500000,27.8
700,1577.648437500000,27.8
800,1577.712158203125,27.8
900,1577.329345703125,27.8
1000,1576.946777343750,27.8
1100,1576.564208984375,27.8
1200,1575.862792968750,27.8
1300,1575.352905273437,27.8
1400,1574.715454101562,27.8
1500,1574.588134765625,27.8
1600,1573.887084960937,27.8
1700,1574.269287109375,27.8
1800,1573.696044921875,27.8
1900,1573.568603515625,27.8
2000,1573.186279296875,27.8
2100,1572.804199218750,27.7
2200,1572.485839843750,27.7
2300,1571.976318359375,27.7
2400,1571.657958984375,27.7
2500,1571.148681640625,27.7
2600,1570.894042968750,27.7
2700,1570.257446289062,27.7
2800,1570.130126953125,27.7
2900,1569.812011718750,27.7
3000,1569.494018554687,27.7
3100,1569.239379882812,27.7
3200,1568.857788085937,27.7
3300,1568.539794921875,27.7
3400,1567.903686523437,27.7
3500,1567.840209960937,27.7
3600,1567.140747070312,27.7
3700,1567.013549804687,27.7
3800,1566.632202148437,27.7
3900,1566.314453125000,27.7
4000,1566.060180664062,27.7
4100,1565.806030273437,27.7
4200,1565.424804687500,27.7
4300,1564.789428710937,27.6
4400,1564.725830078125,27.6
4500,1563.963623046875,27.6
4600,1564.090576171875,27.6
4700,1563.519165039062,27.6
4800,1563.328735351562,27.6
4900,1563.074584960937,27.6
5000,1562.757202148437,27.6
5100,1562.312866210937,27.6
5200,1561.932006835937,27.6
5300,1561.678100585937,27.6
5400,1561.106933593750,27.6
5500,1561.043457031250,27.6
5600,1560.536010742187,27.6
5700,1560.345703125000,27.6
5800,1559.901611328125,27.6
5900,1559.774780273437,27.6
6000,1559.457763671875,27.6
6100,1559.204101562500,27.6
6200,1558.950317382812,27.6
6300,1558.379882812500,27.6
6400,1558.062744140625,27.6
6500,1557.745849609375,27.6
6600,1557.619140625000,27.6
6700,1556.985351562500,27.5
6800,1556.985351562500,27.5
6900,1556.731933593750,27.5
7000,1556.034912109375,27.5
7100,1555.211669921875,27.5
7200,1554.325073242187,27.5
7300,1554.388427734375,27.5
7400,1553.755249023437,27.5
7500,1554.071777343750,27.5
7600,1553.755249023437,27.5
7700,1553.565429687500,27.5
7800,1553.249023437500,27.5
7900,1552.299804687500,27.5
8000,1552.742675781250,27.5
8100,1551.477294921875,27.5
8200,1551.920043945312,27.5
8300,1551.477294921875,27.5
8400,1549.580200195312,27.4
8500,1548.505615234375,27.4
8600,1549.200927734375,27.5
8700,1548.758422851562,27.4
8800,1549.453735351562,27.4
8900,1549.453735351562,27.5
9000,1549.706542968750,27.4
9100,1549.137695312500,27.4
9200,1549.074584960937,27.4
9300,1549.264160156250,27.4
9400,1548.695190429687,27.4
9500,1548.821655273437,27.4
9600,1548.063354492187,27.4
9700,1548.063354492187,27.4
9800,1547.557861328125,27.4
9900,1547.621093750000,27.4
10000,1547.178955078125,27.4
10100,1546.736694335937,27.4
10200,1546.294677734375,27.4
10300,1545.978759765625,27.4
10400,1545.536865234375,27.4
10500,1545.221313476562,27.4
10600,1545.599975585937,27.4
10700,1545.221313476562,27.4
10800,1545.158203125000,27.4
10900,1544.968627929687,27.4
11000,1544.652954101562,27.4
11100,1544.463623046875,27.4
11200,1544.274291992187,27.4
11300,1544.147949218750,27.4
11400,1543.517089843750,27.4
11500,1543.580200195312,27.4
11600,1542.318603515625,27.4
11700,1542.318603515625,27.4
11800,1542.003051757812,27.4
11900,1542.003051757812,27.3
12000,1541.750854492187,27.3
12100,1541.435668945312,27.3
12200,1541.183471679687,27.3
12300,1540.931274414062,27.3
12400,1540.364013671875,27.3
12500,1540.174926757812,27.3
12600,1539.985717773437,27.3
12700,1538.851562500000,27.3
12800,1538.536621093750,27.3
12900,1539.796752929687,27.3
13000,1539.670654296875,27.3
13100,1539.418701171875,27.3
13200,1539.166625976562,27.3
13300,1539.040527343750,27.3
13400,1538.410644531250,27.3
13500,1538.473632812500,27.3
13600,1537.528930664062,27.3
13700,1536.206787109375,27.3
13800,1536.773315429687,27.3
13900,1535.766113281250,27.3
14000,1536.332641601562,27.3
14100,1535.640258789062,27.3
14200,1536.332641601562,27.3
14300,1535.262695312500,27.3
14400,1535.640258789062,27.3
14500,1535.766113281250,27.3
14600,1536.017822265625,27.3
14700,1535.514404296875,27.3
14800,1535.514404296875,27.3
14900,1535.325683593750,27.3
15000,1534.444824218750,27.2
15100,1534.696411132812,27.2
15200,1534.507690429687,27.2
15300,1534.318969726562,27.2
15400,1533.564086914062,27.2
15500,1533.438354492187,27.2
15600,1533.249755859375,27.2
15700,1533.501220703125,27.2
15800,1533.501220703125,27.2
15900,1533.249755859375,27.2
16000,1532.935180664062,27.2
16100,1532.746582031250,27.2
16200,1531.992187500000,27.2
16300,1530.798095703125,27.2
16400,1530.923706054687,27.2
16500,1530.358276367187,27.2
16600,1530.484008789062,27.2
16700,1531.175170898437,27.2
16800,1531.300903320312,27.2
16900,1530.986572265625,27.2
17000,1529.855712890625,27.2
17100,1529.353271484375,27.2
17200,1529.981323242187,27.2
17300,1529.541625976562,27.2
17400,1528.913574218750,27.2
17500,1529.164916992187,27.2
17600,1528.160156250000,27.2
17700,1528.411254882812,27.1
17800,1527.030151367187,27.1
17900,1527.344116210937,27.1
18000,1526.967407226562,27.1
18100,1527.030151367187,27.1
18200,1525.838012695312,27.1
18300,1527.030151367187,27.1
18400,1527.469604492187,27.1
18500,1526.967407226562,27.1
18600,1527.218627929687,27.1
18700,1527.030151367187,27.1
18800,1527.030151367187,27.1
18900,1526.904663085937,27.1
19000,1526.779174804687,27.1
19100,1526.339965820312,27.1
19200,1526.277221679687,27.1
19300,1525.963378906250,27.1
19400,1525.398925781250,27.1
19500,1525.712524414062,27.1
19600,1525.210815429687,27.1
19700,1525.273559570312,27.1
19800,1525.148071289062,27.1
19900,1524.708984375000,27.1
20000,1525.085327148437,27.1
20100,1525.085327148437,27.1
20200,1524.897094726562,27.1
20300,1524.646240234375,27.1
20400,1524.395507812500,27.1
20500,1524.207397460937,27.1
20600,1524.207397460937,27.1
20700,1523.705688476562,27.1
20800,1524.019165039062,27.1
20900,1523.831054687500,27.1
21000,1523.643066406250,27.1
21100,1523.517700195312,27.1
21200,1523.392333984375,27.1
21300,1523.266967773437,27.1
21400,1522.890747070312,27.1
21500,1523.016113281250,27.1
21600,1522.640136718750,27.1
21700,1522.640136718750,27.1
21800,1522.326904296875,27.1
21900,1522.389526367187,27.1
22000,1522.201538085937,27.1
22100,1522.389526367187,27.1
22200,1522.389526367187,27.1
22300,1522.138916015625,27.1
22400,1522.138916015625,27.1
22500,1521.700195312500,27.1
22600,1521.888183593750,27.1
22700,1521.386962890625,27.1
22800,1521.574951171875,27.0
22900,1521.512329101562,27.0
23000,1521.386962890625,27.0
23100,1521.324340820312,27.0
23200,1521.199096679687,27.0
23300,1520.697998046875,27.0
23400,1520.071777343750,27.0
23500,1520.071777343750,27.0
23600,1520.009033203125,27.0
23700,1519.132690429687,27.0
23800,1519.633422851562,27.0
23900,1519.257812500000,27.0
24000,1519.570800781250,27.0
24100,1518.256103515625,27.0
24200,1518.944580078125,27.0
24300,1518.381225585937,27.0
24400,1518.881958007812,27.0
24500,1518.756835937500,27.0
24600,1518.568969726562,27.0
24700,1518.068359375000,27.0
24800,1518.568969726562,27.0
24900,1518.256103515625,27.0
25000,1518.068359375000,27.0
25100,1518.381225585937,27.0
25200,1518.130859375000,27.0
25300,1518.443725585937,27.0
25400,1517.317504882812,27.0
25500,1517.755493164062,27.0
25600,1517.317504882812,27.0
25700,1517.442504882812,27.0
25800,1517.692993164062,27.0
25900,1517.880615234375,27.0
26000,1517.755493164062,27.0
26100,1517.818115234375,27.0
26200,1516.817016601562,27.0
26300,1517.317504882812,27.0
26400,1516.254028320312,27.0
26500,1516.879638671875,27.0
26600,1517.192382812500,27.0
26700,1516.817016601562,27.0
